location_id,store_id,store_name,category,sub_category,floor,state_id,country_id,district_id,neighborhood_id,parent_company,latitude,longitude,contact_number,created_at,modified_at,is_deleted,weekly_footfall,Age Range,Customer Type,Ethnicity,Gender Distribution
14082,100129,Levantino,Shopping,Fashion,India Court,2,220,,,,25.0462846,55.1192283,42288644,19:07.6,19:07.6,0,3000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100130,Gant,Shopping,Fashion,India Court,2,220,,,Arvind Limited,25.0456559,55.1186598,+971 4 3685241,19:07.6,19:07.6,0,3500,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100131,Sacoor Blue,Shopping,Fashion,Egypt Court,2,220,,,Sacoor Brothers Group,25.045625,55.1183122,47053858,19:07.6,19:07.6,0,3500,18-50 years,Professionals and high-income customers seeking tailored clothing.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100132,Royal Fashion,Shopping,Fashion,India Court,2,220,,,,25.0447061,55.1178015,+971 451 44720,19:07.6,19:07.6,0,3000,25-50 years,Specific customer type not available for this store.,Primarily Western and South Asian,Female-dominated
14082,100133,Balmain Paris,Shopping,Fashion,India Court,2,220,,,Balmain,25.0445539,55.1177166,561883741,19:07.6,19:07.6,0,3000,18-45 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100134,Sacoor Blue,Shopping,Fashion,Egypt Court,2,220,,,Sacoor Brothers Group,25.0455375,55.121129,47053858,19:07.6,19:07.6,0,2500,18-45 years,Professionals and high-income customers seeking tailored clothing.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100135,The Body Shop,Shopping,Cosmetics,India Court,2,220,,, Natura &Co,25.0441875,55.1164822,45642094,19:07.6,19:07.6,0,4000,25-65 years,Environmentally conscious shoppers interested in ethical skincare and beauty products.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100136,Coral Perfumes,Shopping,Cosmetics,Persia Court,2,220,,,Coral Perfumes Industry LLC,25.04559748,55.1190075,43217112,19:07.6,19:07.6,0,3000,18-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100137,Lush,Shopping,Cosmetics,India Court,2,220,,,Lush Cosmetics,25.0466587,55.1197036,+971 4 560 8512,19:07.6,19:07.6,0,4000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100138,Rituals,Shopping,Cosmetics,Egypt Court,2,220,,,Rituals Cosmetics Enterprise B.V,25.0452569,55.1176874,056 526 8994,19:07.6,19:07.6,0,4000,15-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100139,The Face Shop,Shopping,Cosmetics,Egypt Court,2,220,,,LG Household & Health Care,25.04465122,55.11892095,521195174,19:07.6,19:07.6,0,3500,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100140,Sephora,Shopping,Cosmetics,India Court,2,220,,,LVMH Mo�t Hennessy Louis Vuitton,25.0433962,55.1150556,+971 4 425 7953,19:07.6,19:07.6,0,5000,18-45 years,Millennials and Gen Z beauty enthusiasts exploring premium cosmetics.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100141,Bath & Body Works,Shopping,Cosmetics,India Court,2,220,,,"Bath & Body Works, Inc.",25.04520717,55.12072311,44190647,19:07.6,19:07.6,0,4500,25-65 years,Young professionals and families indulging in affordable luxury body care.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100142,Arabian Oud,Shopping,Cosmetics,Egypt Court,2,220,,,Arabian Oud Company,25.0443024,55.1172461,+971 4 277 8140,19:07.6,19:07.6,0,3500,18-50 years,Luxury-seeking professionals and expatriates interested in premium oud perfumes.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100143,KIKO Milano,Shopping,Cosmetics,Tunisia Court,2,220,,,Percassi Group,25.0444515,55.1175058,525518838,19:07.6,19:07.6,0,4000,25-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100144,Swiss Arabian Perfume,Shopping,Cosmetics,Tunisia Court,2,220,,,Swiss Arabian Perfume Group,25.0426676,55.11802558,529064226,19:07.6,19:07.6,0,3000,10-35 years,Middle Eastern customers and professionals choosing luxury fragrances.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100145,The Warehouse Gym,Shopping,Lifestyle,Egypt Court,2,220,,,Levant Capital,25.0437123,55.1168069,45809173,19:07.6,19:07.6,0,5500,18-45 years,Gym-goers and health-conscious individuals seeking a dynamic fitness environment.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100146,Fitness First,Shopping,Lifestyle,China Court,2,220,,, Evolution Wellness Group,25.0482968,55.12191796,+971 4 366 9933,19:07.6,19:07.6,0,5500,18-50 years,Young professionals and fitness enthusiasts prioritizing health and wellness.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100147,DR. Nutrition Center L.L.C,Shopping,Lifestyle,China Court,2,220,,,Dr. Nutrition Middle East FZCO,25.04305984,55.11762328,42040750,19:07.6,19:07.6,0,3000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100148,TOY STATION,Shopping,Children,Egypt Court,2,220,,,Toy Station General Trading LLC,25.0405539,55.1139914,971 4 584 8997,19:07.6,19:07.6,0,4000,Families with children,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100149,Jumeirah International Nurseries,Shopping,Children,Persia Court,2,220,,,Fortes Education,25.0447099,55.118895,04 557 9080,19:07.6,19:07.6,0,2500,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100150,Stay and Play,Shopping,Children,Egypt Court,2,220,,,,25.04329908,55.11849785,505425828,19:07.6,19:07.6,0,3500,15-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100151,Sing N Swing,Shopping,Children,China Court,2,220,,,,25.04672824,55.12126595,+971 4 366 9385,19:07.6,19:07.6,0,3000,15-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100152,Stay and Play,Shopping,Children,Egypt Court,2,220,,,,25.0448144,55.119638,505425828,19:07.6,19:07.6,0,3000,15-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100153,Fun City,Shopping,Entertainment,Andalusia Court,2,220,,,Landmark Leisure,25.04230051,55.11773362,43669819,19:07.6,19:07.6,0,5500,Families with children,Parents and kids enjoying recreational activities and fun games.,Families with Children (Multicultural),Family-oriented
14082,100154,Sky Zone,Shopping,Entertainment,Persia Court,2,220,,,Sky Zone Franchise Group,25.045836,55.1198919,547932011,19:07.6,19:07.6,0,4000,10-35 years,Specific customer type not available for this store.,Families with Children (Multicultural),Family-oriented
14082,100155,Switch Bowling,Shopping,Entertainment,India Court,2,220,,,Switch Bowling LLC,25.0460161,55.1198921,+971 4 440 5961,19:07.6,19:07.6,0,4500,15-50 years,"Teens, young adults, and families engaging in casual bowling and entertainment.","Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100156,Novo Cinemas,Shopping,Entertainment,China Court,2,220,,, ELAN Group,25.047722,55.1209441,+971 4 440 5961,19:07.6,19:07.6,0,10000,18-45 years,"Families, teens, and movie enthusiasts enjoying entertainment outings.","Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100157,Thomsun Pure Music,Shopping,Speciality,China Court,2,220,,,Thomsun Trading Establishment,25.04804335,55.12206713,+971 4 366 9385,19:07.6,19:07.6,0,3000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100158,Smokers Centre,Shopping,Speciality,Tunisia Court,2,220,,,National Trading and Developing Est. (NTDE),25.0466996,55.12134,+971 4 368 5652,19:07.6,19:07.6,0,2500,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100159,MMI,Shopping,Speciality,Tunisia Court,2,220,,, Emirates Group,25.04398066,55.11699437,+971 4 3685626,19:07.6,19:07.6,0,3000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100160,HEMA,Shopping,Speciality,Persia Court,2,220,,,Apparel Group,25.04572114,55.1199914,+971 54 7932286,19:07.6,19:07.6,0,4000,15-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100161,JS Music,Shopping,Speciality,Egypt Court,2,220,,,J.S. Music Corporation,25.0442992,55.1165163,+971 4 366 9715,19:07.6,19:07.6,0,2500,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100162,Daiso,Shopping,Speciality,Andalusia Court,2,220,,,Asung Daiso,25.04227414,55.11741407,44503739,19:07.6,19:07.6,0,5000,25-65 years,"Young shoppers and families seeking affordable, unique, and functional items.","Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100163,Dollar Plus,Shopping,Speciality,Egypt Court,2,220,,,Apparel Group,25.0446416,55.11868532,547932236,19:07.6,19:07.6,0,4500,25-65 years,Budget-conscious shoppers looking for everyday essentials at discounted prices.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100164,Brands For Less,Shopping,Speciality,Andalusia Court,2,220,,, BFL Group,25.0455527,55.1160939,+971 4 5142533,19:07.6,19:07.6,0,5000,18-45 years,Specific customer type not available for this store.,Primarily Western and South Asian,Female-dominated
14082,100165,MY VAPERY,Shopping,Speciality,Tunisia Court,2,220,,,Xyfil,25.04270394,55.11849254,050360 9156,19:07.6,19:07.6,0,2500,25-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100166,Miniso,Shopping,Speciality,Egypt Court,2,220,,,,25.0441941,55.1165654,+971 42390733,19:07.6,19:07.6,0,5000,18-45 years,"Young families and individuals seeking trendy, affordable lifestyle products.","Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100167,Mumuso,Shopping,Speciality,Egypt Court,2,220,,,,25.0439667,55.1171255,050-9672519,19:07.6,19:07.6,0,4500,18-45 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100168,Brands for Less,Shopping,Speciality,Persia Court,2,220,,, BFL Group,25.0455527,55.1160939,+971 4 4273125,19:07.6,19:07.6,0,5000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100169,Flying Tiger Copenhagen,Shopping,Speciality,Tunisia Court,2,220,,,Zebra A/S,25.0448205,55.1177423,44106649,19:07.6,19:07.6,0,4000,18-50 years,Shoppers seeking quirky and unique lifestyle items.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100170,Auto Care - 3M,Shopping,Services,China Court,2,220,,,3M Company,25.04817596,55.12120425,+971 4 366 9390,19:07.6,19:07.6,0,3000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100171,Belhasa Driving Center,Shopping,Services,Egypt Court,2,220,,,Belhasa Group,25.0442995,55.1165447,+971 4 2427759,19:07.6,19:07.6,0,2500,15-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100172,DHL,Shopping,Services,Andalusia Court,2,220,,,Deutsche Post DHL Group,25.04513564,55.11981465,+971 56 4164775,19:07.6,19:07.6,0,3000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100173,Al Thawb Al Watani Tailor,Shopping,Services,Persia Court,2,220,,,,25.0456628,55.1180796,+971 4 368 5324,19:07.6,19:07.6,0,2500,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100174,Virgin Mobile,Shopping,Services,Tunisia Court,2,220,,, Emirates Integrated Telecommunications Company (du),25.0424241,55.11823562,058 504 4397,19:07.6,19:07.6,0,3500,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100175,Du,Shopping,Services,Tunisia Court,2,220,,, Emirates Integrated Telecommunications Company,25.04351422,55.11874677,+971 4 445 8553,19:07.6,19:07.6,0,3500,18-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100176,Drive Dubai Driving institute,Shopping,Services,Tunisia Court,2,220,,,,25.0440654,55.1171241,48786022,19:07.6,19:07.6,0,2500,25-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100177,Etisalat,Shopping,Services,Tunisia Court,2,220,,, e&,25.04224736,55.11797532,800101,19:07.6,19:07.6,0,3500,10-35 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100178,Amer,Shopping,Services,China Court,2,220,,,General Directorate of Residency and Foreigners Affairs (GDRFA),25.04811223,55.12187927,+971 4 8866060,19:07.6,19:07.6,0,2500,18-45 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100179,SAAED,Shopping,Services,India Court,2,220,,,,25.0470264,55.1182881,+971 4 5219999,19:07.6,19:07.6,0,2000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100180,T-shirt Factory / Portfolio,Shopping,Services,Egypt Court,2,220,,,,25.04221426,55.11807472,565156519,19:07.6,19:07.6,0,2500,18-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100181,Photo Magic,Shopping,Services,Tunisia Court,2,220,,,,25.041006,55.1155298,+971 4 368 5658,19:07.6,19:07.6,0,2500,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100182,Minutes Quick Services | Branch 2,Shopping,Services,Persia Court,2,220,,,Minutes Quick Services,25.04802959,55.12181432,44307584,19:07.6,19:07.6,0,,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100183,Mediclinic Ibn Battuta,Shopping,Services,China Court,2,220,,, Mediclinic International,25.04798231,55.1218842,+971 4 2478333,19:07.6,19:07.6,0,4000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100184,Thrifty Car Rental,Shopping,Services,Andalusia Court,2,220,,,The Hertz Corporation,25.0417463,55.11790658,+971 4 450 8916,19:07.6,19:07.6,0,3000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100185,Sell Your Motors,Shopping,Services,Tunisia Court,2,220,,,Sell Your Motors LLC,25.04193679,55.11805199,97143301030,19:07.6,19:07.6,0,2500,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100186,Galadari Motor Driving Center,Shopping,Services,Tunisia Court,2,220,,,Galadari Brothers Group,25.04214728,55.1188904,528838465,19:07.6,19:07.6,0,2500,18-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100187,Medical Examination Centre,Shopping,Services,China Court,2,220,,,,25.04562297,55.12054001,+971 4 8804762,19:07.6,19:07.6,0,3500,25-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100188,Dewa,Shopping,Services,Persia Court,2,220,,,,25.0448835,55.1176986,+971 4 6019999,19:07.6,19:07.6,0,2500,10-35 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100189,Minutes Quick Services | Branch 1,Shopping,Services,Tunisia Court,2,220,,,Minutes Quick Services,25.04193108,55.11831524,43636575,19:07.6,19:07.6,0,,18-45 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100190,BIN SINA PHARMACY,Shopping,Pharmacies,Persia Court,2,220,,,Al Khayyat Investments (AKI),25.04181615,55.1162041,45754893,19:07.6,19:07.6,0,3000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100191,LIFE PHARMACY,Shopping,Pharmacies,Tunisia Court,2,220,,, Life Healthcare Group,25.04240774,55.11871552,45812466,19:07.6,19:07.6,0,3000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100192,Life Pharmacy,Shopping,Pharmacies,Persia Court,2,220,,, Life Healthcare Group,25.0415436,55.1059044,42779199,19:07.6,19:07.6,0,3000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100193,Ibn Battuta Pharmacy,Shopping,Pharmacies,China Court,2,220,,,,25.046847,55.12247,+971 4 429 7940,19:07.6,19:07.6,0,2500,15-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100194,Bin Sina Pharmacy,Shopping,Pharmacies,Andalusia Court,2,220,,,Al Khayyat Investments (AKI),25.041544,55.1136292,+971 4 423 3895,19:07.6,19:07.6,0,3000,25-65 years,Families and professionals buying medicines and personal care items.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100195,LIFE PHARMACY,Shopping,Pharmacies,Persia Court,2,220,,, Life Healthcare Group,25.04627635,55.11923051,45812480,19:07.6,19:07.6,0,3000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100196,Boots Pharmacy,Shopping,Pharmacies,Egypt Court,2,220,,, Walgreens Boots Alliance,25.04318038,55.1185331,44190659,19:07.6,19:07.6,0,3500,25-65 years,Families purchasing medicines and skincare products.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100197,Mediclinic Ibn Battuta,Shopping,Medical,China Court,2,220,,, Mediclinic International,25.0477685,55.1193093,+971 4 2478333,19:07.6,19:07.6,0,4000,25-65 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100198,Aster Pharmacy in Jebel Ali,Shopping,Pharmacies,Tunisia Court,2,220,,,Aster DM Healthcare,25.04276594,55.11821632,45543519,19:07.6,19:07.6,0,2500,25-50 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100199,Gloria Jean's Coffee,Dining,Café,Egypt Court,2,220,,,Retail Food Group (RFG),25.04496398,55.11967707,+971 55 4025679,19:07.6,19:07.6,0,4000,18-45 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
14082,100200,Papparoti,Dining,Café,Egypt Court,2,220,,,,25.0430487,55.116217,+971 4 330 0717,19:07.6,19:07.6,0,4000,18-45 years,Specific customer type not available for this store.,"Diverse (Emirati, South Asian, Western, Arab, Southeast Asian)",Balanced
